name,stat text raw,min_avg,max_avg
Auxium,+(60-80) to maximum Energy Shield,60,80
Auxium,+(60-70) to maximum Energy Shield,60,70
Axiom Perpetuum,Adds (2-3) to (5-6) Fire Damage to Spells,4,5
Axiom Perpetuum,(4-6)% increased Cast Speed,4,6
Axiom Perpetuum,(100-140)% increased Spell Critical Strike Chance,100,140
Axiom Perpetuum,Adds (2-3) to (5-6) Cold Damage to Spells,4,5
Axiom Perpetuum,Adds 1 to (10-12) Lightning Damage to Spells,6,7
Axiom Perpetuum,12% increased Elemental Damage,12,12
Azadi Crest,Your Lucky or Unlucky effects use the best or&lt;br&gt;worst from three rolls instead of two,1,1
Azadi Crest,+(1-100) to maximum Life,1,100
Azadi Crest,(1-10)% chance to avoid Projectiles,1,10
Azadi Crest,6% increased Movement Speed,6,6
Azadi Crest,+(1-10)% Chance to Block,1,10
Badge of the Brotherhood,(7-10)% increased Effect of Elusive on you per Power Charge,7,10
Badge of the Brotherhood,(20-25)% chance to lose a Power Charge when you gain Elusive,20,25
Badge of the Brotherhood,(7-10)% increased Cooldown Recovery Rate of Travel Skills per Frenzy Charge,7,10
Badge of the Brotherhood,Your Maximum Frenzy Charges is equal to your Maximum Power Charges,1,1
Badge of the Brotherhood,(20-25)% chance to lose a Frenzy Charge when you use a Travel Skill,20,25
Badge of the Brotherhood,+(16-24) to Dexterity and Intelligence,16,24
Balefire,Recover (1-3)% of Life on Kill,1,3
Balefire,Recover (1-3)% of Mana on Kill,1,3
Balefire,10% increased Scorching Ray beam length,10,10
Balefire,40% increased Elemental Damage,40,40
Balefire,(12-20)% increased Cast Speed,12,20
Balefire,Grants Level 25 Scorching Ray Skill,25,25
Band of the Victor,(10-20)% increased Elemental Damage,10,20
Band of the Victor,(5-10)% increased Global Defences,5,10
Band of the Victor,(10-20)% chance to Avoid being Stunned,10,20
Bated Breath,10% increased Damage,10,10
Bated Breath,20% increased maximum Energy Shield,20,20
Bated Breath,50% increased Energy Shield Recharge Rate,50,50
Bated Breath,+(15-25) to Intelligence,15,25
Bated Breath,+(9-20) to maximum Energy Shield,9,20
Bated Breath,+(20-30) to maximum Energy Shield,20,30
Beacon of Madness,Grants Level 1 Embrace Madness Skill,1,1
Beacon of Madness,Immune to Elemental Ailments while affected by Glorious Madness,1,1
Beacon of Madness,"You have Igniting, Chilling and Shocking Conflux while affected by Glorious Madness",1,1
Beacon of Madness,(20-40)% increased Effect of Non-Damaging Ailments,20,40
Beacon of Madness,30% increased Movement Speed,30,30
Beacon of Madness,+(8-12)% to Fire and Lightning Resistances,8,12
Beacon of Madness,(150-300)% increased Armour and Evasion,150,300
Beacon of Madness,+15 to maximum Fortification while affected by Glorious Madness,60,60
Beacon of Madness,+(8-12)% to Fire and Cold Resistances,8,12
Beacon of Madness,20% chance to deal Double Damage while affected by Glorious Madness,20,20
Beacon of Madness,(20-40)% increased Chaos Damage,20,40
Beacon of Madness,"Enemies you Kill while affected by Glorious Madness have a 40% chance to Explode, dealing a quarter of their Life as Chaos Damage",40,40
Beacon of Madness,All Damage inflicts Poison while affected by Glorious Madness,1,1
Beacon of Madness,+(8-12)% to Cold and Lightning Resistances,8,12
Bear's Girdle,+10 to Maximum Rage,10,10
Bear's Girdle,(20-30)% increased Stun Duration on Enemies,20,30
Bear's Girdle,+(25-40) to maximum Life,25,40
Bear's Girdle,Nearby Enemies are Crushed while you have at least 25 Rage,25,25
Bear's Girdle,Adds (5-7) to (11-12) Physical Damage to Attacks,8,10
Beauty,,,
Belly of the Beast,+(10-15)% to all Elemental Resistances,10,15
Belly of the Beast,(150-200)% increased Armour,150,200
Belly of the Beast,(30-40)% increased maximum Life,30,40
Belly of the Beast,Extra gore,1,1
Belly of the Beast,50% increased Flask Life Recovery rate,50,50
Belt of the Deceiver,+(10-15)% to all Elemental Resistances,10,15
Belt of the Deceiver,(15-25)% increased Global Physical Damage,15,25
Belt of the Deceiver,+(25-35) to Strength,25,35
Belt of the Deceiver,+(30-40) to maximum Life,30,40
Belt of the Deceiver,You take 30% reduced Extra Damage from Critical Strikes,30,30
Belt of the Deceiver,Nearby Enemies are Intimidated,1,1
Beltimber Blade,Far Shot,1,1
Beltimber Blade,(15-20)% increased Attack Speed,15,20
Beltimber Blade,(185-215)% increased Physical Damage,185,215
Beltimber Blade,80% increased Evasion Rating while moving,80,80
Beltimber Blade,Skills fire 2 additional Projectiles if you've used a Movement Skill Recently,2,2
Beltimber Blade,+475 to Accuracy Rating,475,475
Berek's Grip,(25-30)% increased Cold Damage,25,30
Berek's Grip,+(30-40) to maximum Life,30,40
Berek's Grip,1% of Damage Leeched as Life against Shocked Enemies,100,100
Berek's Grip,Adds 1 to (50-70) Lightning Damage to Spells and Attacks,26,36
Berek's Grip,1% of Damage Leeched as Energy Shield against Frozen Enemies,100,100
Berek's Grip,+(12-16)% to Cold and Lightning Resistances,12,16
Berek's Pass,Adds (20-25) to (30-50) Cold Damage to Spells and Attacks,25,38
Berek's Pass,30% increased Damage while Ignited,30,30
Berek's Pass,+5000 to Armour while Frozen,5000,5000
Berek's Pass,+(12-16)% to Fire and Cold Resistances,12,16
Berek's Pass,(25-30)% increased Fire Damage,25,30
Berek's Pass,+(30-40) to maximum Energy Shield,30,40
Berek's Respite,(25-30)% increased Lightning Damage,25,30
Berek's Respite,+(30-40) to maximum Mana,30,40
Berek's Respite,Adds (20-25) to (30-50) Fire Damage to Spells and Attacks,25,38
Berek's Respite,"When you Kill a Shocked Enemy, inflict an equivalent Shock on each nearby Enemy",1,1
Berek's Respite,"When you Kill an Ignited Enemy, inflict an equivalent Ignite on each nearby Enemy",1,1
Berek's Respite,+(12-16)% to Fire and Lightning Resistances,12,16
Betrayal's Sting,-(30-20)% to all Elemental Resistances,-30,-20
Betrayal's Sting,+(20-30)% to Chaos Resistance,20,30
Betrayal's Sting,(25-40)% chance to inflict an additional Poison on the same Target when you inflict Poison,25,40
Betrayal's Sting,Adds (3-4) to (10-14) Physical Damage to Attacks,7,9
Betrayal's Sting,+(20-35) to Dexterity,20,35
Betrayal's Sting,5% increased Movement Speed,5,5
Binds of Bloody Vengeance,(20-40)% increased Attack Damage if you've been Hit Recently,20,40
Binds of Bloody Vengeance,+(60-90) to maximum Life,60,90
Binds of Bloody Vengeance,+(260-320) to Armour and Evasion Rating,260,320
Binds of Bloody Vengeance,+(200-400) to Armour,200,400
Binds of Bloody Vengeance,All Hits with your next Non-Channelling Attack within 4 seconds of taking a Critical Strike will be Critical Strikes,4000,4000
Bino's Kitchen Knife,Adds (140-155) to (210-235) Physical Damage,175,195
Bino's Kitchen Knife,"On Killing a Poisoned Enemy, Enemies within 3 metres are Poisoned, and you and&lt;br&gt;Allies Regenerate 400 Life per second for the Poison's duration if within 3 metres",1,1
Bino's Kitchen Knife,+(15-25)% to Global Critical Strike Multiplier,15,25
Bino's Kitchen Knife,30% increased Global Critical Strike Chance,30,30
Bino's Kitchen Knife,(40-50)% increased Critical Strike Chance,40,50
Bino's Kitchen Knife,+(17-29)% to Chaos Resistance,17,29
Bisco's Collar,(100-150)% increased Rarity of Items Dropped by Slain Magic Enemies,100,150
Bisco's Collar,(12-20)% increased Rarity of Items found,12,20
Bisco's Collar,(35-50)% increased Quantity of Items Dropped by Slain Normal Enemies,35,50
Bisco's Leash,1% increased Rarity of Items found per 15 Rampage Kills,15,15
Bisco's Leash,+(20-40)% to Cold Resistance,20,40
Bisco's Leash,+(25-35) to Strength,25,35
Bisco's Leash,Rampage,1,1
Bisco's Leash,+(10-15) to all Attributes,10,15
Bitter Instinct,Reflects (200-300) Physical Damage to Melee Attackers,200,300
Bitter Instinct,(170-250)% increased Armour and Evasion,170,250
Bitter Instinct,Retaliation Skills deal (50-100)% increased Damage,50,100
Bitter Instinct,Retaliation Skills become Usable for (50-100)% longer,50,100
Bitter Instinct,Damaging Retaliation Skills become Usable every 4 seconds,4000,4000
Bitter Instinct,60% increased Block Recovery,60,60
Bitterbind Point,Your Raised Spectres also gain Arcane Surge when you do,1,1
Bitterbind Point,(180-220)% increased Energy Shield,180,220
Bitterbind Point,Catarina's Veiled (prefix),3,15002
Bitterbind Point,Gain Arcane Surge when you deal a Critical Strike,100,100
Bitterbind Point,(50-100)% increased Spell Critical Strike Chance per Raised Spectre,50,100
Bitterbind Point,Raised Spectres have (50-100)% increased maximum Life,50,100
Bitterdream,Socketed Gems are Supported by Level 15 Added Cold Damage,15,15
Bitterdream,Socketed Gems are Supported by Level 15 Bonechill,15,15
Bitterdream,22% increased Elemental Damage,22,22
Bitterdream,Socketed Gems are Supported by Level 15 Ice Bite,15,15
Bitterdream,Socketed Gems are Supported by Level 15 Cold Penetration,15,15
Bitterdream,Socketed Gems are Supported by Level 15 Hypothermia,15,15
Bitterdream,Socketed Gems are Supported by Level 15 Inspiration,15,15
Black Sun Crest,+1 to Level of Socketed Gems,1,1
Black Sun Crest,(5-15)% increased Intelligence,5,15
Black Sun Crest,40% reduced Light Radius,-40,-40
Black Sun Crest,(5-15)% increased Strength,5,15
Black Sun Crest,(5-15)% increased Dexterity,5,15
Black Sun Crest,(100-150)% increased Armour,100,150
Black Thumb,Your Maps have no chance to contain the Sacred Grove&lt;br&gt;Scarabs found in your Maps cannot be Harvest Scarabs&lt;br&gt;Your Maps have +5% chance to contain other Extra Content that can&lt;br&gt;be turned off through Atlas Passives,2,2
Black Thumb,2% increased Maps found in your Maps,2,2
Black Zenith,Socketed Projectile Spells fire Projectiles in a circle,1,1
Black Zenith,Socketed Projectile Spells have +4 seconds to Cooldown,4000,4000
Black Zenith,(140-180)% increased Energy Shield,140,180
Black Zenith,Socketed Projectile Spells have 80% less Skill Effect Duration,-80,-80
Black Zenith,Socketed Projectile Spells deal 150% more Damage with Hits,150,150
Black Zenith,(12-16)% increased Spell Damage,12,16
Black Zenith,Socketed Projectile Spells fire 4 additional Projectiles,4,4
Blackflame,(10-15)% chance to Ignite,10,15
Blackflame,Withered does not expire on Enemies Ignited by you,1,1
Blackflame,+(17-23)% to Chaos Resistance,17,23
Blackflame,Enemies Ignited by you take Chaos Damage instead of Fire Damage from Ignite,1,1
Blackflame,50% reduced Ignite Duration on Enemies,-50,-50
Blackflame,+(8-12)% to Fire Damage over Time Multiplier,8,12
Blackflame,+(20-25)% to Fire and Chaos Resistances,20,25
Blackgleam,5 to 10 Added Fire Damage with Bow Attacks,8,8
Blackgleam,+(10-30) to maximum Mana,10,30
Blackgleam,Adds (12-15) to (24-27) Fire Damage to Attacks,18,21
Blackgleam,10% increased Attack Speed,10,10
Blackgleam,+(80-100) to Evasion Rating,80,100
Blackgleam,50% of Physical Damage Converted to Fire Damage,50,50
Blackheart,Regenerate (10-15) Life per second,600,900
Blackheart,Adds (10-15) to (20-25) Chaos Damage to Attacks,15,20
Blackheart,Adds 1 to 4 Physical Damage to Attacks,3,3
Blackheart,10% chance to Cause Monsters to Flee,10,10
Blasphemer's Grasp,(150-200)% increased Evasion and Energy Shield,150,200
Blasphemer's Grasp,8% increased Effect of Non-Damaging Ailments per Elder Item Equipped,8,8
Blasphemer's Grasp,+6 to Maximum Life per Elder Item Equipped,6,6
Blasphemer's Grasp,+4% to Damage over Time Multiplier for Ailments per Elder Item Equipped,4,4
Blasphemer's Grasp,+(50-60) to maximum Life,50,60
Blasphemer's Grasp,+(40-50) to Dexterity,40,50
Blasphemer's Grasp,Remove an Ailment when you use a Flask if all Equipped Items are Elder Items,1,1
Blood of Summer,Adds 2 to 6 Physical Damage,4,4
Blood of Summer,40% increased Global Accuracy Rating,40,40
Blood of Summer,+1 to Maximum Frenzy Charges,1,1
Blood of Summer,33% chance to gain a Frenzy Charge on Kill,33,33
Blood of Summer,20% increased Area of Effect,20,20
Blood of Summer,2% increased Movement Speed per Frenzy Charge,2,2
Blood of the Karui,(50-35)% reduced Recovery rate,-50,-35
Blood of the Karui,50% increased Life Recovered,50,50
Blood of the Karui,Recover Full Life at the end of the Effect,100,100
Blood Price,24% reduced maximum Life,-24,-24
Blood Price,100% increased Stun and Block Recovery,100,100
Blood Price,Nearby Enemy Monsters have at least 8% of Life Reserved,8,8
Blood Price,Regenerate (200-250) Life per second,12000,15000
Bloodbond,(100-120)% increased Evasion and Energy Shield,100,120
Bloodbond,(15-25)% increased maximum Life,15,25
Bloodbond,Grants Level 15 Blood Offering Skill,15,15
Bloodbond,Minions have +(12-15)% chance to Suppress Spell Damage,12,15
Bloodbond,Minions have (20-30)% increased maximum Life,20,30
Bloodbond,Regenerate 1% of Life per second,60,60
Bloodgrip,Regenerate (1.2-1.6)% of Life per second,72,96
Bloodgrip,Moving while Bleeding doesn't cause you to take extra Damage,1,1
Bloodgrip,Regenerate (16-24) Life per second,960,1440
Bloodgrip,+(60-70) to maximum Life,60,70
Bloodgrip,Adds 10 to 20 Physical Damage to Attacks,15,15
Bloodgrip,100% increased Life Recovery from Flasks,100,100
Bloodnotch,(20-30)% of Damage taken from Stunning Hits is Recovered as Life,20,30
Bloodplay,Adds (3-6) to (9-13) Physical Damage,6,10
Bloodplay,10% increased Attack Speed,10,10
Bloodplay,(20-40)% increased Physical Damage,20,40
Bloodplay,30% increased Global Critical Strike Chance,30,30
Bloodplay,+20 to Dexterity,20,20
Bloodplay,Extra gore,1,1
Bloodplay,30% chance to cause Bleeding on Hit,30,30
Bloodseeker,Adds 25 to 30 Physical Damage,28,28
Bloodseeker,(5-10)% increased Maximum Recovery per Life Leech for each 5% of Life Reserved,5,10
Bloodseeker,(15-25)% increased Life Reservation Efficiency of Skills,15,25
Bloodseeker,(200-250)% increased Physical Damage,200,250
Bloodseeker,1.6% of Physical Attack Damage Leeched as Life,160,160
Bloodseeker,1.2% of Physical Attack Damage Leeched as Life,120,120
Bloodseeker,Life Leech from Hits with this Weapon is instant,1,1
Bloodsoaked Medallion,+(17-29)% to Chaos Resistance,17,29
Bloodsoaked Medallion,+(50-70) to maximum Life,50,70
Bloodsoaked Medallion,+(20-30) to Strength,20,30
Bloodsoaked Medallion,(30-50)% increased Global Critical Strike Chance,30,50
Bloodsoaked Medallion,Every 10 seconds:&lt;br&gt;Gain 2% of Life per Enemy Hit with Attacks for 5 seconds&lt;br&gt;Gain 5% of Life per Enemy Killed for 5 seconds,1,1
Blunderbore,+(8-12)% to all Elemental Resistances,8,12
Blunderbore,(80-120)% increased Armour,80,120
Blunderbore,You have Lesser Massive Shrine Buff,1,1
Blunderbore,You have Lesser Brutal Shrine Buff,1,1
Blunderbore,(50-75)% increased Effect of Shrine Buffs on you,50,75
Blunderbore,+(500-700) Strength Requirement,500,700
Bold Undertakings,Fortune Favours the Brave applies an additional random Option&lt;br&gt;100% more cost of the Fortune Favours the Brave Map Crafting Option,1,1
Bold Undertakings,2% increased Maps found in your Maps,2,2
Bonemeld,+(1-2) to Level of all Minion Skill Gems,1,2
Bonemeld,+(10-20) to all Attributes,10,20
Bonemeld,(3-4)% increased Defences per Minion from your Non-Vaal Skills,3,4
Bonemeld,-2% to all Resistances per Minion from your Non-Vaal Skills,-2,-2
Bonemeld,Minions gain added Resistances equal to 50% of your Resistances,50,50
Bonemeld,Regenerate (1.2-1.6)% of Life per second,72,96
Bones of Ullr,+1 to Level of all Raise Zombie Gems&lt;br&gt;+1 to Level of all Raise Spectre Gems,1,1
Bones of Ullr,(40-60)% increased Energy Shield,40,60
Bones of Ullr,+20 to maximum Life,20,20
Bones of Ullr,+20 to maximum Mana,20,20
Bones of Ullr,(5-15)% increased Movement Speed,5,15
Booming Populace,(10-20)% increased Pack size,10,20
Bottled Faith,(100-150)% increased Critical Strike Chance against Enemies on Consecrated Ground during Effect,100,150
Bottled Faith,Consecrated Ground created during Effect applies (7-10)% increased Damage taken to Enemies,7,10
Bottled Faith,(30-15)% reduced Duration,-30,-15
Bottled Faith,Creates Consecrated Ground on Use,18,18
Bottled Faith,Consecrated Ground created by this Flask has Tripled Radius,200,200
Bound By Destiny,(10-15)% increased maximum Mana if 2 Shaper Items are Equipped,10,15
Bound By Destiny,+1 to Level of all Fire Skill Gems if 6 Warlord Items are Equipped,1,1
Bound By Destiny,"Every 4 seconds, Regenerate 35% of Life over one second if 2 Hunter Items are Equipped",2100,2100
Bound By Destiny,+(2-3)% to maximum Chaos Resistance if 4 Hunter Items are Equipped,2,3
Bound By Destiny,+3% to maximum Chance to Block Attack Damage if 4 Elder Items are Equipped,3,3
Bound By Destiny,Unaffected by Chill if 2 Redeemer Items are Equipped,1,1
Bound By Destiny,Cannot be Frozen if 6 Redeemer Items are Equipped,1,1
Bound By Destiny,(10-15)% increased maximum Life if 2 Elder Items are Equipped,10,15
Bound By Destiny,(1.0-3.0)% of Physical Damage Prevented Recently is Regenerated as Energy Shield Per Second if 6 Crusader Items are Equipped,10,30
Bound By Destiny,Unaffected by Ignite if 2 Warlord Items are Equipped,1,1
Bound By Destiny,Unaffected by Shock if 2 Crusader Items are Equipped,1,1
Bound By Destiny,(10-15)% chance to gain a Frenzy Charge on Hit if 4 Redeemer Items are Equipped,10,15
