league,market_id,volume_traded,lowest_stock,highest_stock,lowest_ratio,highest_ratio
Mirage,tattoo-of-the-arohongui-shaman|divine,"{'tattoo-of-the-arohongui-shaman': 161, 'divine': 702}","{'tattoo-of-the-arohongui-shaman': 1645, 'divine': 404}","{'tattoo-of-the-arohongui-shaman': 1717, 'divine': 559}","{'tattoo-of-the-arohongui-shaman': 1, 'divine': 5}","{'tattoo-of-the-arohongui-shaman': 1, 'divine': 4}"
Mirage,unrequited-love|chaos,"{'unrequited-love': 0, 'chaos': 0}","{'unrequited-love': 0, 'chaos': 45509}","{'unrequited-love': 0, 'chaos': 45509}","{'unrequited-love': 0, 'chaos': 0}","{'unrequited-love': 0, 'chaos': 0}"
Mirage,unrequited-love|divine,"{'unrequited-love': 358, 'divine': 25852}","{'unrequited-love': 51, 'divine': 16791}","{'unrequited-love': 134, 'divine': 33976}","{'unrequited-love': 1, 'divine': 74}","{'unrequited-love': 1, 'divine': 71}"
Mirage,the-kings-heart|chaos,"{'the-kings-heart': 3, 'chaos': 9}","{'the-kings-heart': 0, 'chaos': 457}","{'the-kings-heart': 0, 'chaos': 463}","{'the-kings-heart': 1, 'chaos': 3}","{'the-kings-heart': 1, 'chaos': 3}"
Mirage,tangled-fossil|chaos,"{'tangled-fossil': 88, 'chaos': 991}","{'tangled-fossil': 46, 'chaos': 1371}","{'tangled-fossil': 51, 'chaos': 2595}","{'tangled-fossil': 1, 'chaos': 14}","{'tangled-fossil': 1, 'chaos': 10}"
Mirage,shrieking-essence-of-dread|chaos,"{'shrieking-essence-of-dread': 16, 'chaos': 16}","{'shrieking-essence-of-dread': 1173, 'chaos': 525}","{'shrieking-essence-of-dread': 1175, 'chaos': 540}","{'shrieking-essence-of-dread': 1, 'chaos': 1}","{'shrieking-essence-of-dread': 1, 'chaos': 1}"
Mirage,shrieking-essence-of-dread|divine,"{'shrieking-essence-of-dread': 0, 'divine': 0}","{'shrieking-essence-of-dread': 1255, 'divine': 2}","{'shrieking-essence-of-dread': 1602, 'divine': 2}","{'shrieking-essence-of-dread': 0, 'divine': 0}","{'shrieking-essence-of-dread': 0, 'divine': 0}"
Mirage,the-traitor|chaos,"{'the-traitor': 0, 'chaos': 0}","{'the-traitor': 1, 'chaos': 0}","{'the-traitor': 2, 'chaos': 0}","{'the-traitor': 0, 'chaos': 0}","{'the-traitor': 0, 'chaos': 0}"
Mirage,beyond-scarab-of-resurgence|chaos,"{'beyond-scarab-of-resurgence': 2076, 'chaos': 1697}","{'beyond-scarab-of-resurgence': 13014, 'chaos': 88}","{'beyond-scarab-of-resurgence': 14521, 'chaos': 248}","{'beyond-scarab-of-resurgence': 1, 'chaos': 1}","{'beyond-scarab-of-resurgence': 6, 'chaos': 1}"
Mirage,beyond-scarab-of-resurgence|divine,"{'beyond-scarab-of-resurgence': 80, 'divine': 2}","{'beyond-scarab-of-resurgence': 1229, 'divine': 1}","{'beyond-scarab-of-resurgence': 1309, 'divine': 1}","{'beyond-scarab-of-resurgence': 40, 'divine': 1}","{'beyond-scarab-of-resurgence': 40, 'divine': 1}"
Mirage,domination-scarab-of-terrors|chaos,"{'domination-scarab-of-terrors': 1590, 'chaos': 61109}","{'domination-scarab-of-terrors': 650, 'chaos': 54013}","{'domination-scarab-of-terrors': 861, 'chaos': 66785}","{'domination-scarab-of-terrors': 1, 'chaos': 46}","{'domination-scarab-of-terrors': 1, 'chaos': 33}"
Mirage,domination-scarab-of-terrors|divine,"{'domination-scarab-of-terrors': 387, 'divine': 48}","{'domination-scarab-of-terrors': 695, 'divine': 34}","{'domination-scarab-of-terrors': 1024, 'divine': 39}","{'domination-scarab-of-terrors': 8, 'divine': 1}","{'domination-scarab-of-terrors': 17, 'divine': 2}"
Mirage,cartography-scarab-of-escalation|chaos,"{'cartography-scarab-of-escalation': 11084, 'chaos': 5056}","{'cartography-scarab-of-escalation': 4466, 'chaos': 3311}","{'cartography-scarab-of-escalation': 8071, 'chaos': 5197}","{'cartography-scarab-of-escalation': 1, 'chaos': 1}","{'cartography-scarab-of-escalation': 3, 'chaos': 1}"
Mirage,cartography-scarab-of-escalation|divine,"{'cartography-scarab-of-escalation': 456, 'divine': 3}","{'cartography-scarab-of-escalation': 745, 'divine': 0}","{'cartography-scarab-of-escalation': 1035, 'divine': 0}","{'cartography-scarab-of-escalation': 145, 'divine': 1}","{'cartography-scarab-of-escalation': 157, 'divine': 1}"
Mirage,blight-scarab-of-the-blightheart|chaos,"{'blight-scarab-of-the-blightheart': 318, 'chaos': 139}","{'blight-scarab-of-the-blightheart': 120, 'chaos': 422}","{'blight-scarab-of-the-blightheart': 200, 'chaos': 668}","{'blight-scarab-of-the-blightheart': 1, 'chaos': 1}","{'blight-scarab-of-the-blightheart': 4, 'chaos': 1}"
Mirage,scarab-of-adversaries|chaos,"{'scarab-of-adversaries': 7008, 'chaos': 3635}","{'scarab-of-adversaries': 7946, 'chaos': 3466}","{'scarab-of-adversaries': 12512, 'chaos': 5688}","{'scarab-of-adversaries': 1, 'chaos': 1}","{'scarab-of-adversaries': 2, 'chaos': 1}"
Mirage,scarab-of-adversaries|divine,"{'scarab-of-adversaries': 147, 'divine': 3}","{'scarab-of-adversaries': 8562, 'divine': 0}","{'scarab-of-adversaries': 8995, 'divine': 0}","{'scarab-of-adversaries': 47, 'divine': 1}","{'scarab-of-adversaries': 50, 'divine': 1}"
Mirage,the-wretched|chaos,"{'the-wretched': 955, 'chaos': 810}","{'the-wretched': 16199, 'chaos': 17}","{'the-wretched': 16554, 'chaos': 217}","{'the-wretched': 1, 'chaos': 2}","{'the-wretched': 6, 'chaos': 1}"
Mirage,the-wilted-rose|chaos,"{'the-wilted-rose': 1052, 'chaos': 2160}","{'the-wilted-rose': 1026, 'chaos': 11236}","{'the-wilted-rose': 1236, 'chaos': 12553}","{'the-wilted-rose': 1, 'chaos': 4}","{'the-wilted-rose': 2, 'chaos': 3}"
Mirage,accelerating-catalyst|chaos,"{'accelerating-catalyst': 341, 'chaos': 158}","{'accelerating-catalyst': 8832, 'chaos': 1446}","{'accelerating-catalyst': 8932, 'chaos': 1500}","{'accelerating-catalyst': 1, 'chaos': 1}","{'accelerating-catalyst': 4, 'chaos': 1}"
Mirage,ultimatum-scarab-of-bribing|chaos,"{'ultimatum-scarab-of-bribing': 4012, 'chaos': 1767}","{'ultimatum-scarab-of-bribing': 13050, 'chaos': 12784}","{'ultimatum-scarab-of-bribing': 18778, 'chaos': 13284}","{'ultimatum-scarab-of-bribing': 1, 'chaos': 1}","{'ultimatum-scarab-of-bribing': 3, 'chaos': 1}"
Mirage,tainted-divine-teardrop|chaos,"{'tainted-divine-teardrop': 29, 'chaos': 32492}","{'tainted-divine-teardrop': 26, 'chaos': 70115}","{'tainted-divine-teardrop': 31, 'chaos': 85712}","{'tainted-divine-teardrop': 1, 'chaos': 1200}","{'tainted-divine-teardrop': 1, 'chaos': 1112}"
Mirage,tainted-divine-teardrop|divine,"{'tainted-divine-teardrop': 9, 'divine': 34}","{'tainted-divine-teardrop': 472, 'divine': 1902}","{'tainted-divine-teardrop': 480, 'divine': 1911}","{'tainted-divine-teardrop': 2, 'divine': 9}","{'tainted-divine-teardrop': 1, 'divine': 3}"
Mirage,exceptional-eldritch-ember|chaos,"{'exceptional-eldritch-ember': 180, 'chaos': 34321}","{'exceptional-eldritch-ember': 332, 'chaos': 157305}","{'exceptional-eldritch-ember': 457, 'chaos': 252774}","{'exceptional-eldritch-ember': 1, 'chaos': 210}","{'exceptional-eldritch-ember': 1, 'chaos': 181}"
Mirage,exceptional-eldritch-ember|divine,"{'exceptional-eldritch-ember': 553, 'divine': 348}","{'exceptional-eldritch-ember': 4489, 'divine': 2728}","{'exceptional-eldritch-ember': 4909, 'divine': 2795}","{'exceptional-eldritch-ember': 1, 'divine': 1}","{'exceptional-eldritch-ember': 2, 'divine': 1}"
Mirage,tattoo-of-the-tukohama-warmonger|chaos,"{'tattoo-of-the-tukohama-warmonger': 25, 'chaos': 98}","{'tattoo-of-the-tukohama-warmonger': 379, 'chaos': 1528}","{'tattoo-of-the-tukohama-warmonger': 393, 'chaos': 1542}","{'tattoo-of-the-tukohama-warmonger': 1, 'chaos': 8}","{'tattoo-of-the-tukohama-warmonger': 1, 'chaos': 1}"
Mirage,tattoo-of-the-tukohama-warmonger|divine,"{'tattoo-of-the-tukohama-warmonger': 0, 'divine': 0}","{'tattoo-of-the-tukohama-warmonger': 195, 'divine': 0}","{'tattoo-of-the-tukohama-warmonger': 195, 'divine': 0}","{'tattoo-of-the-tukohama-warmonger': 0, 'divine': 0}","{'tattoo-of-the-tukohama-warmonger': 0, 'divine': 0}"
Mirage,burial-medallion|chaos,"{'burial-medallion': 486, 'chaos': 207}","{'burial-medallion': 3571, 'chaos': 71}","{'burial-medallion': 3961, 'chaos': 83}","{'burial-medallion': 2, 'chaos': 1}","{'burial-medallion': 8, 'chaos': 1}"
Mirage,burial-medallion|divine,"{'burial-medallion': 200, 'divine': 1}","{'burial-medallion': 2437, 'divine': 0}","{'burial-medallion': 2437, 'divine': 0}","{'burial-medallion': 200, 'divine': 1}","{'burial-medallion': 200, 'divine': 1}"
Mirage,last-hope|chaos,"{'last-hope': 11, 'chaos': 11}","{'last-hope': 1996, 'chaos': 8370}","{'last-hope': 1996, 'chaos': 14970}","{'last-hope': 1, 'chaos': 1}","{'last-hope': 1, 'chaos': 1}"
Mirage,pride-of-the-first-ones|chaos,"{'pride-of-the-first-ones': 3, 'chaos': 21}","{'pride-of-the-first-ones': 30, 'chaos': 350}","{'pride-of-the-first-ones': 30, 'chaos': 364}","{'pride-of-the-first-ones': 1, 'chaos': 7}","{'pride-of-the-first-ones': 1, 'chaos': 7}"
Mirage,echo-of-trauma|chaos,"{'echo-of-trauma': 93, 'chaos': 40136}","{'echo-of-trauma': 34, 'chaos': 48284}","{'echo-of-trauma': 49, 'chaos': 94974}","{'echo-of-trauma': 1, 'chaos': 497}","{'echo-of-trauma': 1, 'chaos': 400}"
Mirage,echo-of-trauma|divine,"{'echo-of-trauma': 143, 'divine': 218}","{'echo-of-trauma': 512, 'divine': 648}","{'echo-of-trauma': 606, 'divine': 1112}","{'echo-of-trauma': 1, 'divine': 2}","{'echo-of-trauma': 1, 'divine': 1}"
Mirage,tattoo-of-the-hinekora-shaman|chaos,"{'tattoo-of-the-hinekora-shaman': 355, 'chaos': 528}","{'tattoo-of-the-hinekora-shaman': 114, 'chaos': 1774}","{'tattoo-of-the-hinekora-shaman': 225, 'chaos': 2224}","{'tattoo-of-the-hinekora-shaman': 1, 'chaos': 3}","{'tattoo-of-the-hinekora-shaman': 1, 'chaos': 1}"
Mirage,the-craving|chaos,"{'the-craving': 0, 'chaos': 0}","{'the-craving': 28, 'chaos': 0}","{'the-craving': 44, 'chaos': 0}","{'the-craving': 0, 'chaos': 0}","{'the-craving': 0, 'chaos': 0}"
Mirage,the-reflection-of-the-heart|chaos,"{'the-reflection-of-the-heart': 9, 'chaos': 1721}","{'the-reflection-of-the-heart': 19, 'chaos': 7621}","{'the-reflection-of-the-heart': 23, 'chaos': 9062}","{'the-reflection-of-the-heart': 1, 'chaos': 280}","{'the-reflection-of-the-heart': 1, 'chaos': 160}"
Mirage,the-reflection-of-the-heart|divine,"{'the-reflection-of-the-heart': 0, 'divine': 0}","{'the-reflection-of-the-heart': 36, 'divine': 95}","{'the-reflection-of-the-heart': 45, 'divine': 95}","{'the-reflection-of-the-heart': 0, 'divine': 0}","{'the-reflection-of-the-heart': 0, 'divine': 0}"
Mirage,titanic-scarab-of-legend|chaos,"{'titanic-scarab-of-legend': 984, 'chaos': 510}","{'titanic-scarab-of-legend': 5806, 'chaos': 1147}","{'titanic-scarab-of-legend': 7575, 'chaos': 1339}","{'titanic-scarab-of-legend': 1, 'chaos': 1}","{'titanic-scarab-of-legend': 2, 'chaos': 1}"
Mirage,i-see-brothers|chaos,"{'i-see-brothers': 31, 'chaos': 3474}","{'i-see-brothers': 22, 'chaos': 10562}","{'i-see-brothers': 31, 'chaos': 13796}","{'i-see-brothers': 1, 'chaos': 125}","{'i-see-brothers': 1, 'chaos': 111}"
Mirage,mirror-shard|divine,"{'mirror-shard': 126, 'divine': 7607}","{'mirror-shard': 222, 'divine': 27200}","{'mirror-shard': 252, 'divine': 29576}","{'mirror-shard': 1, 'divine': 61}","{'mirror-shard': 1, 'divine': 60}"
Mirage,the-offering|chaos,"{'the-offering': 0, 'chaos': 0}","{'the-offering': 13, 'chaos': 0}","{'the-offering': 13, 'chaos': 0}","{'the-offering': 0, 'chaos': 0}","{'the-offering': 0, 'chaos': 0}"
Mirage,disdain|chaos,"{'disdain': 18, 'chaos': 73}","{'disdain': 54, 'chaos': 4395}","{'disdain': 78, 'chaos': 4464}","{'disdain': 10, 'chaos': 41}","{'disdain': 1, 'chaos': 4}"
Mirage,brush-paint-and-palette|chaos,"{'brush-paint-and-palette': 18, 'chaos': 94}","{'brush-paint-and-palette': 88, 'chaos': 2993}","{'brush-paint-and-palette': 90, 'chaos': 3068}","{'brush-paint-and-palette': 1, 'chaos': 7}","{'brush-paint-and-palette': 1, 'chaos': 5}"
Mirage,runic-astrolabe|chaos,"{'runic-astrolabe': 287, 'chaos': 33152}","{'runic-astrolabe': 38, 'chaos': 1160}","{'runic-astrolabe': 148, 'chaos': 12330}","{'runic-astrolabe': 1, 'chaos': 156}","{'runic-astrolabe': 1, 'chaos': 90}"
Mirage,runic-astrolabe|divine,"{'runic-astrolabe': 41, 'divine': 17}","{'runic-astrolabe': 180, 'divine': 301}","{'runic-astrolabe': 449, 'divine': 364}","{'runic-astrolabe': 2, 'divine': 1}","{'runic-astrolabe': 3, 'divine': 1}"
Mirage,the-shieldbearer|chaos,"{'the-shieldbearer': 96, 'chaos': 2837}","{'the-shieldbearer': 45, 'chaos': 1513}","{'the-shieldbearer': 71, 'chaos': 4580}","{'the-shieldbearer': 1, 'chaos': 60}","{'the-shieldbearer': 1, 'chaos': 14}"
Mirage,the-shieldbearer|divine,"{'the-shieldbearer': 40, 'divine': 10}","{'the-shieldbearer': 119, 'divine': 62}","{'the-shieldbearer': 120, 'divine': 70}","{'the-shieldbearer': 4, 'divine': 1}","{'the-shieldbearer': 4, 'divine': 1}"
Mirage,gemcutters-promise|chaos,"{'gemcutters-promise': 220, 'chaos': 110}","{'gemcutters-promise': 9209, 'chaos': 569}","{'gemcutters-promise': 9427, 'chaos': 569}","{'gemcutters-promise': 2, 'chaos': 1}","{'gemcutters-promise': 2, 'chaos': 1}"
Mirage,the-dungeon-master|chaos,"{'the-dungeon-master': 11, 'chaos': 640}","{'the-dungeon-master': 23, 'chaos': 4085}","{'the-dungeon-master': 58, 'chaos': 4295}","{'the-dungeon-master': 1, 'chaos': 70}","{'the-dungeon-master': 1, 'chaos': 5}"
Mirage,dextral-catalyst|chaos,"{'dextral-catalyst': 297, 'chaos': 35626}","{'dextral-catalyst': 667, 'chaos': 23064}","{'dextral-catalyst': 948, 'chaos': 28217}","{'dextral-catalyst': 1, 'chaos': 133}","{'dextral-catalyst': 1, 'chaos': 101}"
Mirage,dextral-catalyst|divine,"{'dextral-catalyst': 684, 'divine': 274}","{'dextral-catalyst': 1989, 'divine': 1178}","{'dextral-catalyst': 2340, 'divine': 1236}","{'dextral-catalyst': 2, 'divine': 1}","{'dextral-catalyst': 3, 'divine': 1}"
Mirage,ultimatum-scarab-of-dueling|chaos,"{'ultimatum-scarab-of-dueling': 282, 'chaos': 720}","{'ultimatum-scarab-of-dueling': 402, 'chaos': 1569}","{'ultimatum-scarab-of-dueling': 624, 'chaos': 1600}","{'ultimatum-scarab-of-dueling': 1, 'chaos': 5}","{'ultimatum-scarab-of-dueling': 2, 'chaos': 1}"
Mirage,chrome|rogues-marker,"{'chrome': 2, 'rogues-marker': 50}","{'chrome': 0, 'rogues-marker': 16716}","{'chrome': 2, 'rogues-marker': 16766}","{'chrome': 1, 'rogues-marker': 25}","{'chrome': 1, 'rogues-marker': 25}"
Mirage,chrome|chaos,"{'chrome': 222276, 'chaos': 14124}","{'chrome': 228070, 'chaos': 9235}","{'chrome': 275844, 'chaos': 10048}","{'chrome': 1, 'chaos': 1}","{'chrome': 37, 'chaos': 1}"
Mirage,chrome|divine,"{'chrome': 110220, 'divine': 30}","{'chrome': 966735, 'divine': 48}","{'chrome': 1006278, 'divine': 118}","{'chrome': 3603, 'divine': 1}","{'chrome': 5450, 'divine': 1}"
Mirage,chrome|alch,"{'chrome': 108, 'alch': 538}","{'chrome': 885, 'alch': 1430}","{'chrome': 1885, 'alch': 1430}","{'chrome': 1, 'alch': 5}","{'chrome': 2, 'alch': 9}"
Mirage,chrome|exalted,"{'chrome': 220, 'exalted': 110}","{'chrome': 1706, 'exalted': 0}","{'chrome': 1706, 'exalted': 0}","{'chrome': 2, 'exalted': 1}","{'chrome': 2, 'exalted': 1}"
Mirage,chrome|fusing,"{'chrome': 120, 'fusing': 12}","{'chrome': 1416, 'fusing': 2114}","{'chrome': 1419, 'fusing': 2119}","{'chrome': 10, 'fusing': 1}","{'chrome': 10, 'fusing': 1}"
Mirage,chrome|alt,"{'chrome': 16, 'alt': 35}","{'chrome': 12756, 'alt': 5}","{'chrome': 13756, 'alt': 5}","{'chrome': 2, 'alt': 5}","{'chrome': 1, 'alt': 2}"
Mirage,chrome|jewellers,"{'chrome': 3, 'jewellers': 21}","{'chrome': 25, 'jewellers': 2}","{'chrome': 26, 'jewellers': 2}","{'chrome': 1, 'jewellers': 7}","{'chrome': 1, 'jewellers': 7}"
Mirage,chrome|aug,"{'chrome': 25, 'aug': 100}","{'chrome': 928, 'aug': 4}","{'chrome': 953, 'aug': 4}","{'chrome': 1, 'aug': 4}","{'chrome': 1, 'aug': 4}"
Mirage,deafening-essence-of-spite|chaos,"{'deafening-essence-of-spite': 3117, 'chaos': 22904}","{'deafening-essence-of-spite': 1301, 'chaos': 78531}","{'deafening-essence-of-spite': 2005, 'chaos': 84144}","{'deafening-essence-of-spite': 1, 'chaos': 9}","{'deafening-essence-of-spite': 1, 'chaos': 5}"
Mirage,deafening-essence-of-spite|divine,"{'deafening-essence-of-spite': 7285, 'divine': 202}","{'deafening-essence-of-spite': 3578, 'divine': 134}","{'deafening-essence-of-spite': 8778, 'divine': 164}","{'deafening-essence-of-spite': 35, 'divine': 1}","{'deafening-essence-of-spite': 41, 'divine': 1}"
Mirage,chaotic-disposition|chaos,"{'chaotic-disposition': 78, 'chaos': 319}","{'chaotic-disposition': 81, 'chaos': 15205}","{'chaotic-disposition': 222, 'chaos': 15309}","{'chaotic-disposition': 3, 'chaos': 13}","{'chaotic-disposition': 1, 'chaos': 4}"
Mirage,the-sephirot|chaos,"{'the-sephirot': 231, 'chaos': 68808}","{'the-sephirot': 41, 'chaos': 341093}","{'the-sephirot': 64, 'chaos': 450103}","{'the-sephirot': 1, 'chaos': 301}","{'the-sephirot': 1, 'chaos': 297}"
Mirage,the-sephirot|divine,"{'the-sephirot': 17, 'divine': 14}","{'the-sephirot': 52, 'divine': 564}","{'the-sephirot': 65, 'divine': 580}","{'the-sephirot': 6, 'divine': 5}","{'the-sephirot': 5, 'divine': 4}"
Mirage,screaming-essence-of-wrath|chaos,"{'screaming-essence-of-wrath': 448, 'chaos': 337}","{'screaming-essence-of-wrath': 963, 'chaos': 53}","{'screaming-essence-of-wrath': 1023, 'chaos': 144}","{'screaming-essence-of-wrath': 1, 'chaos': 4}","{'screaming-essence-of-wrath': 4, 'chaos': 1}"
Mirage,hunters-resolve|chaos,"{'hunters-resolve': 0, 'chaos': 0}","{'hunters-resolve': 143, 'chaos': 0}","{'hunters-resolve': 143, 'chaos': 0}","{'hunters-resolve': 0, 'chaos': 0}","{'hunters-resolve': 0, 'chaos': 0}"
Mirage,tattoo-of-the-kitava-shaman|chaos,"{'tattoo-of-the-kitava-shaman': 39, 'chaos': 169}","{'tattoo-of-the-kitava-shaman': 671, 'chaos': 16}","{'tattoo-of-the-kitava-shaman': 712, 'chaos': 21}","{'tattoo-of-the-kitava-shaman': 1, 'chaos': 5}","{'tattoo-of-the-kitava-shaman': 2, 'chaos': 1}"
Mirage,arrogance-of-the-vaal|chaos,"{'arrogance-of-the-vaal': 131, 'chaos': 813}","{'arrogance-of-the-vaal': 3742, 'chaos': 8345}","{'arrogance-of-the-vaal': 3844, 'chaos': 8463}","{'arrogance-of-the-vaal': 1, 'chaos': 7}","{'arrogance-of-the-vaal': 1, 'chaos': 4}"
Mirage,foulborn-orb-of-augmentation|chaos,"{'foulborn-orb-of-augmentation': 512, 'chaos': 1800}","{'foulborn-orb-of-augmentation': 1990, 'chaos': 3221}","{'foulborn-orb-of-augmentation': 2182, 'chaos': 3778}","{'foulborn-orb-of-augmentation': 1, 'chaos': 5}","{'foulborn-orb-of-augmentation': 1, 'chaos': 2}"
Mirage,foulborn-orb-of-augmentation|divine,"{'foulborn-orb-of-augmentation': 31, 'divine': 1}","{'foulborn-orb-of-augmentation': 1591, 'divine': 0}","{'foulborn-orb-of-augmentation': 1591, 'divine': 0}","{'foulborn-orb-of-augmentation': 31, 'divine': 1}","{'foulborn-orb-of-augmentation': 31, 'divine': 1}"
Mirage,the-dreamer|chaos,"{'the-dreamer': 17, 'chaos': 85}","{'the-dreamer': 31, 'chaos': 10767}","{'the-dreamer': 71, 'chaos': 10852}","{'the-dreamer': 1, 'chaos': 5}","{'the-dreamer': 1, 'chaos': 5}"
Mirage,void-of-the-elements|chaos,"{'void-of-the-elements': 0, 'chaos': 0}","{'void-of-the-elements': 133, 'chaos': 0}","{'void-of-the-elements': 135, 'chaos': 0}","{'void-of-the-elements': 0, 'chaos': 0}","{'void-of-the-elements': 0, 'chaos': 0}"
Mirage,scarab-of-radiant-storms|chaos,"{'scarab-of-radiant-storms': 102, 'chaos': 66}","{'scarab-of-radiant-storms': 2110, 'chaos': 553}","{'scarab-of-radiant-storms': 4552, 'chaos': 554}","{'scarab-of-radiant-storms': 1, 'chaos': 1}","{'scarab-of-radiant-storms': 7, 'chaos': 1}"
Mirage,muttering-essence-of-sorrow|chaos,"{'muttering-essence-of-sorrow': 2, 'chaos': 8}","{'muttering-essence-of-sorrow': 42, 'chaos': 0}","{'muttering-essence-of-sorrow': 361, 'chaos': 0}","{'muttering-essence-of-sorrow': 1, 'chaos': 4}","{'muttering-essence-of-sorrow': 1, 'chaos': 4}"
Mirage,shrieking-essence-of-misery|chaos,"{'shrieking-essence-of-misery': 8, 'chaos': 3}","{'shrieking-essence-of-misery': 363, 'chaos': 1024}","{'shrieking-essence-of-misery': 445, 'chaos': 1027}","{'shrieking-essence-of-misery': 5, 'chaos': 2}","{'shrieking-essence-of-misery': 3, 'chaos': 1}"
Mirage,betrayal-scarab-of-perpetuation|chaos,"{'betrayal-scarab-of-perpetuation': 4630, 'chaos': 2056}","{'betrayal-scarab-of-perpetuation': 718, 'chaos': 19}","{'betrayal-scarab-of-perpetuation': 2726, 'chaos': 260}","{'betrayal-scarab-of-perpetuation': 1, 'chaos': 1}","{'betrayal-scarab-of-perpetuation': 4, 'chaos': 1}"
Mirage,betrayal-scarab-of-perpetuation|divine,"{'betrayal-scarab-of-perpetuation': 0, 'divine': 0}","{'betrayal-scarab-of-perpetuation': 772, 'divine': 3}","{'betrayal-scarab-of-perpetuation': 1512, 'divine': 3}","{'betrayal-scarab-of-perpetuation': 0, 'divine': 0}","{'betrayal-scarab-of-perpetuation': 0, 'divine': 0}"
Mirage,hunters-exalted-orb|chaos,"{'hunters-exalted-orb': 33, 'chaos': 10064}","{'hunters-exalted-orb': 36, 'chaos': 16733}","{'hunters-exalted-orb': 46, 'chaos': 19227}","{'hunters-exalted-orb': 1, 'chaos': 359}","{'hunters-exalted-orb': 1, 'chaos': 284}"
Mirage,hunters-exalted-orb|divine,"{'hunters-exalted-orb': 4, 'divine': 4}","{'hunters-exalted-orb': 32, 'divine': 117}","{'hunters-exalted-orb': 60, 'divine': 118}","{'hunters-exalted-orb': 1, 'divine': 2}","{'hunters-exalted-orb': 2, 'divine': 1}"
Mirage,coin-of-desecration|chaos,"{'coin-of-desecration': 133, 'chaos': 90}","{'coin-of-desecration': 8147, 'chaos': 0}","{'coin-of-desecration': 8228, 'chaos': 0}","{'coin-of-desecration': 1, 'chaos': 1}","{'coin-of-desecration': 33, 'chaos': 1}"
Mirage,coin-of-desecration|divine,"{'coin-of-desecration': 0, 'divine': 0}","{'coin-of-desecration': 2783, 'divine': 0}","{'coin-of-desecration': 2923, 'divine': 0}","{'coin-of-desecration': 0, 'divine': 0}","{'coin-of-desecration': 0, 'divine': 0}"
